Texto,Sesgo,Tweet_procesado
"@ranluna13 ambientado también en italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor ",0,"['ambientado', 'italia', 'comedia', 'serie', 'parejas', 'entuertos', 'honor', 'clase', 'social', 'humor']"
"#quenosepierdalacostumbre de querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",0,"['querernos', 'amarnos', 'respetarnos', 'cuidarnos', 'junto', 'toda', 'vida']"
"@axelmishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. muero por volver! disfrutá mucho",0,"['ciudad', 'hermosa', 'llena', 'culturacon', 'gente', 'bella', 'comida', 'deliciosa', 'muero', 'volver', 'disfrutá']"
@nilomandedior hoy estuve viendo muchas fotos dell escuadrón. lo extraño,0,"['hoy', 'viendo', 'muchas', 'fotos', 'dell', 'escuadrón', 'extraño']"
acabo de hablar con alba y ya esroy un poquito mejor ,0,"['acabo', 'hablar', 'alba', 'esroy', 'poquito', 'mejor']"
"@gabi_herranz @knekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",1,"['dije', 'veces', 'sigue', 'pequeño', 'odio', 'comprensible', 'siempre', 'caere', 'mal']"
"[info] igot7, no hemos comprartido nada sobre los isac porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",0,"['info', 'igot', 'comprartido', 'isac', 'permitido', 'hacerlo', 'emisión', 'haced', 'mismo', 'entonces']"
adiós a la nueva planta de #ford en #méxico,0,"['adiós', 'nueva', 'planta']"
"@mumusiraneitor bueno, hoy duermo temprano jeje linda noche y disfrúta al máximo (a la hr que lo leas), tqm ...!!!",0,"['bueno', 'hoy', 'duermo', 'temprano', 'jeje', 'linda', 'noche', 'disfrúta', 'máximo', 'hr', 'lea', 'tqm']"
"@claudiosensasao @msrose_84 @geraldine_balme ¡cada vez sois más! las risas están aseguradas entonces. mañana preguntamos, dadlo por hecho ",0,"['cada', 'vez', 'risas', 'aseguradas', 'entonces', 'mañana', 'preguntamos', 'dadlo', 'hecho']"
"@lucas_egea92 que bolsa tan poco ergonómica, ahi solo cabe un pepino del mercadona...ah que no es para ese tipo de pepinos no?...oki  jaja",1,"['bolsa', 'tan', 'ergonómica', 'ahi', 'solo', 'cabe', 'pepino', 'mercadonaah', 'tipo', 'pepinos', 'nooki', 'jaja']"
@soymarioruiz a mi se me acabaron desde la semana pasada,0,"['acabaron', 'semana', 'pasada']"
@jl_blanco gracias por la información. parece que el olor ha cesado. ayer pasó lo mismo sobre la misma hora ,0,"['gracias', 'información', 'parece', 'olor', 'cesado', 'ayer', 'pasó', 'mismo', 'misma', 'hora']"
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",0,"['angustiante', 'información', 'segura', 'muchas', 'gracias', 'responder']"
"oigan no, no nos hagan eso a las locas, madrugar no es pa nosotras. así que, cadena de oración pa que pueda dormir aunque sea 3 horas.",0,"['oigan', 'hagan', 'locas', 'madrugar', 'pa', 'así', 'cadena', 'oración', 'pa', 'pueda', 'dormir', 'aunque', 'horas']"
no tendrás novio hasta que seas mayor de edad.,1,"['novio', 'mayor', 'edad']"
eso no se ve bien en una niña.,1,"['ve', 'bien', 'niña']"
mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a hogwarts,0,"['lechuza', 'tan', 'retrasada', 'distancia', 'ahora', 'muro', 'va', 'estrellar', 'carta', 'hogwarts']"
"sí es shido ser fiel yo sabía que lo era. qué me pasó esas veces? o sea, fue desde mi primer novio en cch...",0,"['shido', 'ser', 'fiel', 'sabía', 'pasó', 'veces', 'primer', 'novio', 'cch']"
"@sapitomen de me ntojaban más unos de canasta. jijiji háblame de tú, porfa",0,"['ntojaban', 'canasta', 'jijiji', 'háblame', 'porfa']"
mi carro ya no suena feo wuuwu. juro que ya no le haré más daño hahaha,0,"['carro', 'suena', 'feo', 'wuuwu', 'juro', 'haré', 'daño', 'hahaha']"
ya extraño a mi mamá y todavia no me voy,0,"['extraño', 'mamá', 'todavia', 'voy']"
@sitgesfestival genial!! vendrá @rachelnichols1 ?? saludos y buen día! ,0,"['genial', 'vendrá', 'saludos', 'buen', 'día']"
como entraba una conversación de estas largas de hablar toda la noche con alguien ,0,"['entraba', 'conversación', 'largas', 'hablar', 'toda', 'noche', 'alguien']"
"uno muere con esos labios y esa mirada que tienes estando tan cerca eh 🙈☺️ ummm y dándote besos me dice, pero a ver ",1,"['muere', 'labios', 'mirada', 'tan', 'cerca', 'eh', 'ummm', 'dándote', 'besos', 'dice', 'ver']"
"en ruso me quedé en nivel medio. la vida, el servicio social, el fin de la carrera hicieron que me separa por un rato de mi amors.",0,"['ruso', 'quedé', 'nivel', 'medio', 'vida', 'servicio', 'social', 'fin', 'carrera', 'hicieron', 'separa', 'rato', 'amor']"
"@raquel_lpz hola raquel. ya avisamos que por desgracia hubo un cambio de planes y no podrán venir en 2016, estamos intentándolo para 2017 ",0,"['hola', 'raquel', 'avisamos', 'desgracia', 'cambio', 'plane', 'podrán', 'venir', 'intentándolo']"
ya viste lo bien que nos divertimos el uno sin el otro. después de todo nadie es indispensable.,0,"['viste', 'bien', 'divertimos', 'después', 'nadie', 'indispensable']"
@michaelperrinow @dandastur la pena es que no incluya a modo de extra el original. con el de consola te lo regalaban con el preorder ,0,"['pena', 'incluya', 'modo', 'extra', 'original', 'consola', 'regalaban', 'preorder']"
"@david17519416 pero no hicimos rolas por años, solo ligamos bandas y canciones en común gracias por escuchar",0,"['hicimos', 'rolas', 'años', 'solo', 'ligamos', 'bandas', 'canciones', 'común', 'gracias', 'escuchar']"
"ahora todo es machismo, no se puede hacer ni un chiste",1,"['ahora', 'machismo', 'puede', 'hacer', 'chiste']"
"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano",0,"['ahí', 'van', 'gusta', 'sabor', 'jamón', 'serrano']"
¿algún día seré feliz por tener tu follow? @blasauryn ,0,"['algún', 'día', 'feliz', 'tener', 'follow']"
me falta 12.32% para acabarme just cause 2. este si es juego y no mamadas de yirs ni fifa papi. ojalá tuviera just cause 1 en el xbox,0,"['falta', 'acabarme', 'just', 'cause', 'si', 'juego', 'mamadas', 'yirs', 'fifa', 'papi', 'ojalá', 'just', 'cause', 'xbox']"
"@cigotenks me apiado de ti, yo me entero de que existen porque tú los encuentras. o sea, alguien los lee primero ",0,"['apiado', 'entero', 'existen', 'encuentras', 'alguien', 'lee', 'primero']"
@tioptra cada vez que la escucho es como si fuera la primera vez y ese nothing really matters to me del final me mata ,0,"['cada', 'vez', 'escucho', 'si', 'primera', 'vez', 'nothing', 'really', 'matter', 'to', 'final', 'mata']"
en serio tengo muchas ganas de verte te extraño demasiadoo..!,0,"['serio', 'muchas', 'ganas', 'verte', 'extraño', 'demasiadoo']"
lo malo de ser flaco es que no puedo ir todos los días al gym.,0,"['malo', 'ser', 'flaco', 'puedo', 'ir', 'días', 'gym']"
@tomo_como_rey feliz año washitos!!! les deseo lo mejor del mundo y les mando un fuerte abrazo!!! que nos volvamos a encontrar en el 2017,0,"['feliz', 'año', 'washitos', 'deseo', 'mejor', 'mundo', 'mando', 'fuerte', 'abrazo', 'volvamos', 'encontrar']"
según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha,0,"['según', 'sólo', 'vería', 'capítulos', 'hacían', 'falta', 'vi', 'mitad', 'serie', 'hahaha']"
@neithanwolf @cinefila_91 @cinedepatio @sensacine resultad sobrevives lo de estar loco funciona  ,0,"['resultad', 'sobrevives', 'loco', 'funciona']"
(6:30 am) -viridiana dónde estás? no piensas llegar! no tienes llenadera!- yo: mamá estoy dormida en mi cuarto mamá: ah sí ya te vi,0,"['am', 'viridiana', 'dónde', 'piensas', 'llegar', 'llenadera', 'mamá', 'dormida', 'cuarto', 'mamá', 'ah', 'vi']"
"@jhovanny920218 la vdd si, jaja pero yo me curo rápido de eso. ya la perdone. gracias!!",0,"['vdd', 'si', 'jaja', 'curo', 'rápido', 'perdone', 'gracias']"
es que por las noches en mi cuarto y mi sobremesa me angustio sabéis me vengo al sofá con el portátil y el ventilador y eso,0,"['noches', 'cuarto', 'sobremesa', 'angustio', 'sabéis', 'vengo', 'sofá', 'portátil', 'ventilador']"
"creo que la sinceridad es importante, pero practicarla es lo principal y más si se promete!",0,"['creo', 'sinceridad', 'importante', 'practicarla', 'principal', 'si', 'promete']"
"lo bueno que tengo amigas si no, ni hablaría con nadie más que contigo por whats benditas amigas las amo ya no hablo con niños jaja",0,"['bueno', 'amigas', 'si', 'hablaría', 'nadie', 'contigo', 'whats', 'benditas', 'amigas', 'amo', 'hablo', 'niños', 'jaja']"
"le fuí infiel a don escojale, en verdad no lo vuelvo hacer",0,"['fuí', 'infiel', 'don', 'escojale', 'verdad', 'vuelvo', 'hacer']"
@albueto @ferderer2 @tipsterapuesta los reyes magos son mas reales que este ,0,"['reyes', 'magos', 'ma', 'real']"
lo pendejo se mide en comparación del número de veces que te encabronas por un twiit que ni siquiera era dirigido a ti,0,"['pendejo', 'mide', 'comparación', 'número', 'veces', 'encabronas', 'twiit', 'siquiera', 'dirigido']"
@sr_zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente,0,"['hola', 'vengo', 'intagram', 'verdad', 'seguia', 'hola', 'igualmente']"
mañana juegan y ganan mis @pumasmx venga universidad por los 3 primeros puntos,0,"['mañana', 'juegan', 'ganan', 'venga', 'universidad', 'primeros', 'puntos']"
@szerenata lo haría pero mi música es muy fea para tu programa tan bonito,0,"['haría', 'música', 'fea', 'programa', 'tan', 'bonito']"
"@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ",0,"['casi', 'manteca', 'cerdo', 'gominolastristemente', 'único']"
"@juan_mpc no me gusta mucho el agua, así que aire o tierra. no, mejor tierra porque si es aire de seguro es un pájaro y no me gustan.",0,"['gusta', 'agua', 'así', 'aire', 'tierra', 'mejor', 'tierra', 'si', 'aire', 'seguro', 'pájaro', 'gustan']"
@martincaligaris es mí martina jajaja regresaste a los saltos mortales!!! eso es bueno te quiero mucho! beso de regreso muack muack,0,"['martina', 'jajaja', 'regresaste', 'saltos', 'mortales', 'bueno', 'quiero', 'beso', 'regreso', 'muack', 'muack']"
"sonríe, no sé por qué siempre tienes esa cara de enfado.",0,"['sonríe', 'sé', 'siempre', 'cara', 'enfado']"
pues yo leo que a muchos luke cage les ha parecido malita. pero uno ve y tiene un 8.2 de promedio en rt. al menos abre al debate,0,"['pues', 'leo', 'luke', 'cage', 'parecido', 'malita', 've', 'promedio', 'rt', 'menos', 'abre', 'debate']"
@monysito pues pocas cosas más bonitas puedes ver en la vida oye ,0,"['pues', 'pocas', 'cosas', 'bonitas', 'puedes', 'ver', 'vida', 'oye']"
"inteligente como papá, bonita como mamá",1,"['inteligente', 'papá', 'bonita', 'mamá']"
@mauhcorona #estiempode pensar las cosas buenas,0,"['pensar', 'cosas', 'buenas']"
"@lommx te amo porque te pones en su lugar a todos, eso mero! las mujeres somos las que tenemos que arreglar todo el changarro me cae",1,"['amo', 'pone', 'lugar', 'mero', 'mujeres', 'arreglar', 'changarro', 'cae']"
lo malo es que faltaba su mid y acabaron haciendo remake ,0,"['malo', 'faltaba', 'mid', 'acabaron', 'haciendo', 'remake']"
las mujeres ayudan en la casa.,1,"['mujeres', 'ayudan', 'casa']"
"@bbzote sí, pero nada. creo que es por vivir en la última calle ya les dio flojera",0,"['creo', 'vivir', 'última', 'calle', 'dio', 'flojera']"
"@pau__27 pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ",0,"['alegría', 'ver', 'toda', 'gente', 'salido', 'defensa', 'clásicos', 'cultura', 'gratamente', 'sorprendida']"
"@lucerogama tu foto de perfil me trae recuerdos, extraño escucharte",0,"['foto', 'perfil', 'trae', 'recuerdos', 'extraño', 'escucharte']"
tengo tantísimo sueño que cada vez que me levanto y ando me choco con la pared en serio me siento súper gilipollas ,0,"['tantísimo', 'sueño', 'cada', 'vez', 'levanto', 'ando', 'choco', 'pared', 'serio', 'siento', 'súper', 'gilipollas']"
"@jc_pblanco ya.. se le va, pero me gustó igual  lo siento, sino.. blme está bien adaptado o los libros de sparks ",0,"['va', 'gustó', 'igual', 'siento', 'sino', 'blme', 'bien', 'adaptado', 'libros', 'spark']"
"úrgeme irme a vivir solo, donde el baño sea solo para mi y pueda cagar a la hora que se me hinche la pinche gana sin que esté ocupado",0,"['úrgeme', 'irme', 'vivir', 'solo', 'baño', 'solo', 'pueda', 'cagar', 'hora', 'hinche', 'pinche', 'gana', 'ocupado']"
@saez_cristina @muyinteresante @fairphone genial ! está genial que la gente conozca un poco más estas alternativas ,0,"['genial', 'genial', 'gente', 'conozca', 'alternativas']"
"me dice la tía y cuanto tardarias en llegar al carrefour de hortaleza y y pues poco, vivo en la plaza de chueca ",0,"['dice', 'tía', 'cuanto', 'tardarias', 'llegar', 'carrefour', 'hortaleza', 'pues', 'vivo', 'plaza', 'chueca']"
"#siqueríacontigopero te mama yuri , la trevi , anahi , las jeans!! ... te enchilas si se meten con britney. no pues mejor así, como!!?",1,"['mama', 'yuri', 'trevi', 'anahi', 'jean', 'enchilas', 'si', 'meten', 'britney', 'pues', 'mejor', 'así']"
se busca kaori para el sábado del salón de murcia  en noviembre no quiero ir de kousei sola   rt pls https://t.co/hd3o4xoqgh,0,"['busca', 'kaori', 'sábado', 'salón', 'murcia', 'noviembre', 'quiero', 'ir', 'kousei', 'sola', 'rt', 'pls']"
"@slcuervo no se valora el potencial del español como lengua informativa en internet, negocio que se le escapa entre los dedos a españa. ",0,"['valora', 'potencial', 'español', 'lengua', 'informativa', 'internet', 'negocio', 'escapa', 'dedos', 'españa']"
@chanquetefest porq si no es posible ir con ellos necesito encontrar otro alojamiento por mi cuenta. ¿podríais contestar por favor? thks ,0,"['porq', 'si', 'posible', 'ir', 'necesito', 'encontrar', 'alojamiento', 'cuenta', 'podríais', 'contestar', 'favor', 'thks']"
"a la mujer y a la burra, cada día una zurra",1,"['mujer', 'burra', 'cada', 'día', 'zurra']"
"lejos, lejos, muy lejos...manejar hasta acá esta padre! algo diferente q mal q ya no está la feria del caballo pq si no, me quedaba jaja!",0,"['lejos', 'lejos', 'lejosmanejar', 'acá', 'padre', 'diferente', 'q', 'mal', 'q', 'feria', 'caballo', 'pq', 'si', 'quedaba', 'jaja']"
"@masrazonqunsant entro el golpe,limpio como una mañana de primavera ",0,"['entro', 'golpelimpio', 'mañana', 'primavera']"
soñé que tenía una banda de rock céltico.,0,"['soñé', 'banda', 'rock', 'céltico']"
@enekoolabuenaga seguramente no podré estar online hasta mañana ,0,"['seguramente', 'podré', 'online', 'mañana']"
de que color cojo las plumas de mis nuevas flechas??? ,0,"['color', 'cojo', 'plumas', 'nuevas', 'flechas']"
"@cscvalenciana @albert_rivera como mejor luchar contra la crisis, unidos o siempre enfrentados.  lo tengo claro.",0,"['mejor', 'luchar', 'crisis', 'unidos', 'siempre', 'enfrentados', 'claro']"
en fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,1,"['fin', 'espero', 'recibas', 'tuit', 'realidad', 'alternativa', 'sigues', 'viva', 'ahí', 'acaba', 'camino', 'suerte']"
"@nekojitablog yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... ahhhh... es un antojo muy malo...lo sé...",0,"['bolillo', 'mayonesa', 'huevo', 'frijol', 'chile', 'ahhhh', 'antojo', 'malolo', 'sé']"
el descarado afán de la caixa por empujar las cotizaciones les está delatando. es la pauta del 2 de mayo....kung fu ,0,"['descarado', 'afán', 'caixa', 'empujar', 'cotizaciones', 'delatando', 'pauta', 'mayokung', 'fu']"
"hay un niñ junto a mí jugando a preguntarse ¿eres o te haces?. saben que la respuesta correcta es soy. nada mal, nada mal.",0,"['niñ', 'junto', 'jugando', 'preguntarse', 'haces', 'saben', 'respuesta', 'correcta', 'mal', 'mal']"
"a las mujeres hay que escogerlas guapas y esbeltas, ellas se encargan solas de hacerse gordas y feas",1,"['mujeres', 'escogerlas', 'guapas', 'esbeltas', 'encargan', 'solas', 'hacerse', 'gordas', 'feas']"
@luismartiinez28 yo estoy en primera fila,0,"['primera', 'filum']"
"mi vida es un eterno dilema entre mejor me duermo y mañana termino e \'ingue su, me vo\'a desvelar hasta morir y lo acabo de una vez.",0,"['vida', 'eterno', 'dilema', 'mejor', 'duermo', 'mañana', 'termino', 'ingue', 'voa', 'desvelar', 'morir', 'acabo', 'vez']"
@landspecies y sentimos empatia hacia cualquier ser vivo sin distinción ,0,"['sentimos', 'empatia', 'hacia', 'cualquier', 'ser', 'vivo', 'distinción']"
y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos.,1,"['sabe', 'preguntan', 'dolor', 'pita', 'scort', 'cobro', 'do', 'lochas', 'doy', 'culo', 'gratis']"
@monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda ,1,"['vida', 'puede', 'verseme', 'teta', 'eche', 'foto', 'desnuda']"
creo que no enseñan griego en el departamento de lenguas extranjeras,0,"['creo', 'enseñan', 'griego', 'departamento', 'lenguas', 'extranjeras']"
@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo ,0,"['nunca', 'podido', 'ver', 'enteron', 'literalmente', 'duermo']"
"@denisfmendez @anordestado @cascarelo @gzwika ponferrada, ya no soy gallego ",0,"['ponferrada', 'gallego']"
"@lizheidern hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @l337lag.",0,"['hace', 'stream', 'buenos', 'veces', 'vacío', 'chat', 'pone', 'bueno', 'ambiente']"
