Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
@virginiadlp ahora es cuando tomo mis notas y comienzo a hacerle preguntas a mi nueva hija ,1, ahora es cuando tomo mis notas y comienzo a hacerle preguntas a mi nueva hija ,"['ahora', 'es', 'cuando', 'tomo', 'mis', 'notas', 'y', 'comienzo', 'a', 'hacerle', 'preguntas', 'a', 'mi', 'nueva', 'hija']","['ahora', 'tomo', 'notas', 'comienzo', 'hacerle', 'preguntas', 'nueva', 'hija']","['ahora', 'tomo', 'nota', 'comienzo', 'hacerl', 'pregunta', 'nueva', 'hija']","['ahor', 'tom', 'not', 'comienz', 'hac', 'pregunt', 'nuev', 'hij']","['ahora', 'tomo', 'notas', 'comienzo', 'hacerle', 'preguntas', 'nueva', 'hija']"
que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,0,que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,"['que', 'feo', 'se', 'siente', 'o', 'más', 'bien', 'que', 'mal', 'me', 'siento', 'al', 'ver', 'que', 'se', 'están', 'robando', 'un', 'carro', 'y', 'el', 'cabrón', 'te', 've', 'cuando', 'lo', 'esta', 'haciendo']","['feo', 'bien', 'mal', 'siento', 'ver', 'robando', 'carro', 'cabrón', 've', 'haciendo']","['feo', 'bien', 'mal', 'siento', 'ver', 'robando', 'carro', 'cabrón', 've', 'haciendo']","['feo', 'bien', 'mal', 'sient', 'ver', 'rob', 'carr', 'cabron', 've', 'hac']","['feo', 'bien', 'mal', 'siento', 'ver', 'robando', 'carro', 'cabrón', 've', 'haciendo']"
[@fannygenguix estarás super mona  cuando pueda lo miraré yo también. me molaría grupal de 'chicas spidey,0, estarás super mona  cuando pueda lo miraré yo también me molaría grupal de chicas spidey,"['estarás', 'super', 'mona', 'cuando', 'pueda', 'lo', 'miraré', 'yo', 'también', 'me', 'molaría', 'grupal', 'de', 'chicas', 'spidey']","['super', 'mona', 'pueda', 'miraré', 'molaría', 'grupal', 'chicas', 'spidey']","['super', 'mona', 'pueda', 'miraré', 'molaría', 'grupal', 'chica', 'spidey']","['sup', 'mon', 'pued', 'mir', 'mol', 'grupal', 'chic', 'spidey']","['super', 'mona', 'pueda', 'miraré', 'molaría', 'grupal', 'chicas', 'spidey']"
acabo de hablar con alba y ya esroy un poquito mejor ,0,acabo de hablar con alba y ya esroy un poquito mejor ,"['acabo', 'de', 'hablar', 'con', 'alba', 'y', 'ya', 'esroy', 'un', 'poquito', 'mejor']","['acabo', 'hablar', 'alba', 'esroy', 'poquito', 'mejor']","['acabo', 'hablar', 'alba', 'esroy', 'poquito', 'mejor']","['acab', 'habl', 'alba', 'esroy', 'poquit', 'mejor']","['acabo', 'hablar', 'alba', 'esroy', 'poquito', 'mejor']"
@guzmannavarro08 @saezmanu10 plan c de capullos mejor ,1,  plan c de capullos mejor ,"['plan', 'c', 'de', 'capullos', 'mejor']","['plan', 'c', 'capullos', 'mejor']","['plan', 'c', 'capullo', 'mejor']","['plan', 'c', 'capull', 'mejor']","['plan', 'c', 'capullos', 'mejor']"
primera vez en 5 años que no te doy mis mejores deseos,1,primera vez en  años que no te doy mis mejores deseos,"['primera', 'vez', 'en', 'años', 'que', 'no', 'te', 'doy', 'mis', 'mejores', 'deseos']","['primera', 'vez', 'años', 'doy', 'mejores', 'deseos']","['primera', 'vez', 'año', 'doy', 'mejor', 'deseo']","['primer', 'vez', 'años', 'doy', 'mejor', 'dese']","['primera', 'vez', 'años', 'doy', 'mejores', 'deseos']"
@soyalannavarro buenas noches risitas ...sueña bonito...!,0, buenas noches risitas sueña bonito,"['buenas', 'noches', 'risitas', 'sueña', 'bonito']","['buenas', 'noches', 'risitas', 'sueña', 'bonito']","['buena', 'noch', 'risita', 'sueña', 'bonito']","['buen', 'noch', 'risit', 'sueñ', 'bonit']","['buenas', 'noches', 'risitas', 'sueña', 'bonito']"
las niñas son muy exageradas.,1,las niñas son muy exageradas,"['las', 'niñas', 'son', 'muy', 'exageradas']","['niñas', 'exageradas']","['niña', 'exagerada']","['niñ', 'exager']","['niñas', 'exageradas']"
"de mujeres en una casa, con una hay poco; con dos, demasiado",1,de mujeres en una casa con una hay poco con dos demasiado,"['de', 'mujeres', 'en', 'una', 'casa', 'con', 'una', 'hay', 'poco', 'con', 'dos', 'demasiado']","['mujeres', 'casa', 'dos', 'demasiado']","['mujer', 'casa', 'do', 'demasiado']","['mujer', 'cas', 'dos', 'demasi']","['mujeres', 'casa', 'do', 'demasiado']"
"@chumeltorres ya cabrón! sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconchumel",1, ya cabrón sin tí se reciben las noticias sin colchoncito puro chingadazo ,"['ya', 'cabrón', 'sin', 'tí', 'se', 'reciben', 'las', 'noticias', 'sin', 'colchoncito', 'puro', 'chingadazo']","['cabrón', 'tí', 'reciben', 'noticias', 'colchoncito', 'puro', 'chingadazo']","['cabrón', 'tí', 'reciben', 'noticia', 'colchoncito', 'puro', 'chingadazo']","['cabron', 'ti', 'recib', 'notici', 'colchoncit', 'pur', 'chingadaz']","['cabrón', 'tí', 'reciben', 'noticias', 'colchoncito', 'puro', 'chingadazo']"
¿por qué no le cortas el cabello si es un niño?,1,¿por qué no le cortas el cabello si es un niño,"['por', 'qué', 'no', 'le', 'cortas', 'el', 'cabello', 'si', 'es', 'un', 'niño']","['cortas', 'cabello', 'si', 'niño']","['corta', 'cabello', 'si', 'niño']","['cort', 'cabell', 'si', 'niñ']","['cortas', 'cabello', 'si', 'niño']"
"@xz4dry @xslgy tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",0,  tienes pinta buena gente por lo q veo t he conocio gracias a qt ,"['tienes', 'pinta', 'buena', 'gente', 'por', 'lo', 'q', 'veo', 't', 'he', 'conocio', 'gracias', 'a', 'qt']","['pinta', 'buena', 'gente', 'q', 'veo', 't', 'conocio', 'gracias', 'qt']","['pinta', 'buena', 'gent', 'q', 'veo', 't', 'conocio', 'gracia', 'qt']","['pint', 'buen', 'gent', 'q', 'veo', 't', 'conoci', 'graci', 'qt']","['pinta', 'buena', 'gente', 'q', 'veo', 't', 'conocio', 'gracias', 'qt']"
@albert_rivera @patriciareyescs @europapress  y el contrato único va a ser posible?  gracias por la respuesta bnxes ,0,    y el contrato único va a ser posible  gracias por la respuesta bnxes ,"['y', 'el', 'contrato', 'único', 'va', 'a', 'ser', 'posible', 'gracias', 'por', 'la', 'respuesta', 'bnxes']","['contrato', 'único', 'va', 'ser', 'posible', 'gracias', 'respuesta', 'bnxes']","['contrato', 'único', 'va', 'ser', 'posibl', 'gracia', 'respuesta', 'bnxe']","['contrat', 'unic', 'va', 'ser', 'posibl', 'graci', 'respuest', 'bnxes']","['contrato', 'único', 'va', 'ser', 'posible', 'gracias', 'respuesta', 'bnxes']"
@elitron77 tranquilo. ya me imaginaba. tengo planes de ir al bernabéu para ver a la real. allá para finales de enero ,0, tranquilo ya me imaginaba tengo planes de ir al bernabéu para ver a la real allá para finales de enero ,"['tranquilo', 'ya', 'me', 'imaginaba', 'tengo', 'planes', 'de', 'ir', 'al', 'bernabéu', 'para', 'ver', 'a', 'la', 'real', 'allá', 'para', 'finales', 'de', 'enero']","['tranquilo', 'imaginaba', 'planes', 'ir', 'bernabéu', 'ver', 'real', 'allá', 'finales', 'enero']","['tranquilo', 'imaginaba', 'plane', 'ir', 'bernabéu', 'ver', 'real', 'allá', 'final', 'enero']","['tranquil', 'imagin', 'plan', 'ir', 'bernabeu', 'ver', 'real', 'alla', 'final', 'ener']","['tranquilo', 'imaginaba', 'plane', 'ir', 'bernabéu', 'ver', 'real', 'allá', 'finale', 'enero']"
"21 medallas de oro de phelps, eso que?, la seleccion mexicana de fut ganaron 23 hace 4 años! ah queee??? nadamás vale por una? avisenme!",0, medallas de oro de phelps eso que la seleccion mexicana de fut ganaron  hace  años ah queee nadamás vale por una avisenme,"['medallas', 'de', 'oro', 'de', 'phelps', 'eso', 'que', 'la', 'seleccion', 'mexicana', 'de', 'fut', 'ganaron', 'hace', 'años', 'ah', 'queee', 'nadamás', 'vale', 'por', 'una', 'avisenme']","['medallas', 'oro', 'phelps', 'seleccion', 'mexicana', 'fut', 'ganaron', 'hace', 'años', 'ah', 'queee', 'nadamás', 'vale', 'avisenme']","['medalla', 'oro', 'phelp', 'seleccion', 'mexicana', 'fut', 'ganaron', 'hace', 'año', 'ah', 'queee', 'nadamá', 'vale', 'avisenm']","['medall', 'oro', 'phelps', 'seleccion', 'mexican', 'fut', 'gan', 'hac', 'años', 'ah', 'quee', 'nadamas', 'val', 'avisenm']","['medallas', 'oro', 'phelps', 'seleccion', 'mexicana', 'fut', 'ganaron', 'hace', 'años', 'ah', 'queee', 'nadamás', 'vale', 'avisenme']"
soy @essiesenna. este es mi número de teléfono finlandés. ya puedes borrar el inglés. y la abuela piensa.. era una niña de 8 años.. ,1,soy  este es mi número de teléfono finlandés ya puedes borrar el inglés y la abuela piensa era una niña de  años ,"['soy', 'este', 'es', 'mi', 'número', 'de', 'teléfono', 'finlandés', 'ya', 'puedes', 'borrar', 'el', 'inglés', 'y', 'la', 'abuela', 'piensa', 'era', 'una', 'niña', 'de', 'años']","['número', 'teléfono', 'finlandés', 'puedes', 'borrar', 'inglés', 'abuela', 'piensa', 'niña', 'años']","['número', 'teléfono', 'finlandé', 'pued', 'borrar', 'inglé', 'abuela', 'piensa', 'niña', 'año']","['numer', 'telefon', 'finlandes', 'pued', 'borr', 'ingles', 'abuel', 'piens', 'niñ', 'años']","['número', 'teléfono', 'finlandés', 'puedes', 'borrar', 'inglés', 'abuela', 'piensa', 'niña', 'años']"
@abieeflores si neta todos cerraron en chinguisima,0, si neta todos cerraron en chinguisima,"['si', 'neta', 'todos', 'cerraron', 'en', 'chinguisima']","['si', 'neta', 'cerraron', 'chinguisima']","['si', 'neta', 'cerraron', 'chinguisima']","['si', 'net', 'cerr', 'chinguisim']","['si', 'neta', 'cerraron', 'chinguisima']"
@pammgonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo,0, no mames ahora quedaré como pendejo porque no pude ir de nuevo,"['no', 'mames', 'ahora', 'quedaré', 'como', 'pendejo', 'porque', 'no', 'pude', 'ir', 'de', 'nuevo']","['mames', 'ahora', 'quedaré', 'pendejo', 'pude', 'ir', 'nuevo']","['mame', 'ahora', 'quedaré', 'pendejo', 'pude', 'ir', 'nuevo']","['mam', 'ahor', 'qued', 'pendej', 'pud', 'ir', 'nuev']","['mames', 'ahora', 'quedaré', 'pendejo', 'pude', 'ir', 'nuevo']"
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",0, eso es lo angustiante nada de información segura muchas gracias por responder,"['eso', 'es', 'lo', 'angustiante', 'nada', 'de', 'información', 'segura', 'muchas', 'gracias', 'por', 'responder']","['angustiante', 'información', 'segura', 'muchas', 'gracias', 'responder']","['angustiant', 'información', 'segura', 'mucha', 'gracia', 'respond']","['angusti', 'inform', 'segur', 'much', 'graci', 'respond']","['angustiante', 'información', 'segura', 'muchas', 'gracias', 'responder']"
"por cierto, @carbonelljulia, este año estoy en el grupo 2 de interpretación, así que no te veo tampoco en las dos horas esas ",0,por cierto  este año estoy en el grupo  de interpretación así que no te veo tampoco en las dos horas esas ,"['por', 'cierto', 'este', 'año', 'estoy', 'en', 'el', 'grupo', 'de', 'interpretación', 'así', 'que', 'no', 'te', 'veo', 'tampoco', 'en', 'las', 'dos', 'horas', 'esas']","['cierto', 'año', 'grupo', 'interpretación', 'así', 'veo', 'tampoco', 'dos', 'horas']","['cierto', 'año', 'grupo', 'interpretación', 'así', 'veo', 'tampoco', 'do', 'hora']","['ciert', 'año', 'grup', 'interpret', 'asi', 'veo', 'tampoc', 'dos', 'hor']","['cierto', 'año', 'grupo', 'interpretación', 'así', 'veo', 'tampoco', 'do', 'horas']"
"y tan amargado, porque no me lo chupan ",1,y tan amargado porque no me lo chupan ,"['y', 'tan', 'amargado', 'porque', 'no', 'me', 'lo', 'chupan']","['tan', 'amargado', 'chupan']","['tan', 'amargado', 'chupan']","['tan', 'amarg', 'chup']","['tan', 'amargado', 'chupan']"
"@mrous_ @carolgvivas la belleza de tigres presente en todas partes saludos, chicas!",1,  la belleza de tigres presente en todas partes saludos chicas,"['la', 'belleza', 'de', 'tigres', 'presente', 'en', 'todas', 'partes', 'saludos', 'chicas']","['belleza', 'tigres', 'presente', 'todas', 'partes', 'saludos', 'chicas']","['belleza', 'tigr', 'present', 'toda', 'part', 'saludo', 'chica']","['bellez', 'tigr', 'present', 'tod', 'part', 'salud', 'chic']","['belleza', 'tigres', 'presente', 'toda', 'partes', 'saludos', 'chicas']"
quiero ser flaca y bonita,1,quiero ser flaca y bonita,"['quiero', 'ser', 'flaca', 'y', 'bonita']","['quiero', 'ser', 'flaca', 'bonita']","['quiero', 'ser', 'flaca', 'bonita']","['quier', 'ser', 'flac', 'bonit']","['quiero', 'ser', 'flaca', 'bonita']"
"esta vez que tengo todo para ir , no estoy tan segura jajaj",0,esta vez que tengo todo para ir  no estoy tan segura jajaj,"['esta', 'vez', 'que', 'tengo', 'todo', 'para', 'ir', 'no', 'estoy', 'tan', 'segura', 'jajaj']","['vez', 'ir', 'tan', 'segura', 'jajaj']","['vez', 'ir', 'tan', 'segura', 'jajaj']","['vez', 'ir', 'tan', 'segur', 'jajaj']","['vez', 'ir', 'tan', 'segura', 'jajaj']"
"@jorgeufano ¡muchas gracias por la respuesta! cualquier cosa, aquí estamos para lo que necesites  ¡saludos!",0, ¡muchas gracias por la respuesta cualquier cosa aquí estamos para lo que necesites  ¡saludos,"['muchas', 'gracias', 'por', 'la', 'respuesta', 'cualquier', 'cosa', 'aquí', 'estamos', 'para', 'lo', 'que', 'necesites', 'saludos']","['muchas', 'gracias', 'respuesta', 'cualquier', 'cosa', 'aquí', 'necesites', 'saludos']","['mucha', 'gracia', 'respuesta', 'cualquier', 'cosa', 'aquí', 'necesit', 'saludo']","['much', 'graci', 'respuest', 'cualqui', 'cos', 'aqu', 'necesit', 'salud']","['muchas', 'gracias', 'respuesta', 'cualquier', 'cosa', 'aquí', 'necesites', 'saludos']"
plan perfecto para terminar el fin de semana. @athleticclub - @fcbarcelona_es. después @villarrealcf - @sevillafc ,0,plan perfecto para terminar el fin de semana    después    ,"['plan', 'perfecto', 'para', 'terminar', 'el', 'fin', 'de', 'semana', 'después']","['plan', 'perfecto', 'terminar', 'fin', 'semana', 'después']","['plan', 'perfecto', 'terminar', 'fin', 'semana', 'despué']","['plan', 'perfect', 'termin', 'fin', 'seman', 'despues']","['plan', 'perfecto', 'terminar', 'fin', 'semana', 'después']"
las mujeres ayudan en la casa.,1,las mujeres ayudan en la casa,"['las', 'mujeres', 'ayudan', 'en', 'la', 'casa']","['mujeres', 'ayudan', 'casa']","['mujer', 'ayudan', 'casa']","['mujer', 'ayud', 'cas']","['mujeres', 'ayudan', 'casa']"
quiero que te fijes en mi interior pero me pongo unas tetas de talla cien y el escote más grande que haya ,1,quiero que te fijes en mi interior pero me pongo unas tetas de talla cien y el escote más grande que haya ,"['quiero', 'que', 'te', 'fijes', 'en', 'mi', 'interior', 'pero', 'me', 'pongo', 'unas', 'tetas', 'de', 'talla', 'cien', 'y', 'el', 'escote', 'más', 'grande', 'que', 'haya']","['quiero', 'fijes', 'interior', 'pongo', 'unas', 'tetas', 'talla', 'cien', 'escote', 'grande']","['quiero', 'fije', 'interior', 'pongo', 'una', 'teta', 'talla', 'cien', 'escot', 'grand']","['quier', 'fij', 'interior', 'pong', 'unas', 'tet', 'tall', 'cien', 'escot', 'grand']","['quiero', 'fijes', 'interior', 'pongo', 'unas', 'tetas', 'talla', 'cien', 'escote', 'grande']"
@sweetbiix pues ahí lo tienes. si tú no huyes entonces eres una luchadora y no una cobarde no? ,1, pues ahí lo tienes si tú no huyes entonces eres una luchadora y no una cobarde no ,"['pues', 'ahí', 'lo', 'tienes', 'si', 'tú', 'no', 'huyes', 'entonces', 'eres', 'una', 'luchadora', 'y', 'no', 'una', 'cobarde', 'no']","['pues', 'ahí', 'si', 'huyes', 'entonces', 'luchadora', 'cobarde']","['pue', 'ahí', 'si', 'huy', 'entonc', 'luchadora', 'cobard']","['pues', 'ahi', 'si', 'huy', 'entonc', 'luchador', 'cobard']","['pues', 'ahí', 'si', 'huyes', 'entonces', 'luchadora', 'cobarde']"
"por que no hacen perfumes de ropa nueva? es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",0,por que no hacen perfumes de ropa nueva es el olor mas hermoso consumista y de cierto modo capitalista del mundo,"['por', 'que', 'no', 'hacen', 'perfumes', 'de', 'ropa', 'nueva', 'es', 'el', 'olor', 'mas', 'hermoso', 'consumista', 'y', 'de', 'cierto', 'modo', 'capitalista', 'del', 'mundo']","['hacen', 'perfumes', 'ropa', 'nueva', 'olor', 'mas', 'hermoso', 'consumista', 'cierto', 'modo', 'capitalista', 'mundo']","['hacen', 'perfum', 'ropa', 'nueva', 'olor', 'ma', 'hermoso', 'consumista', 'cierto', 'modo', 'capitalista', 'mundo']","['hac', 'perfum', 'rop', 'nuev', 'olor', 'mas', 'hermos', 'consum', 'ciert', 'mod', 'capital', 'mund']","['hacen', 'perfume', 'ropa', 'nueva', 'olor', 'ma', 'hermoso', 'consumista', 'cierto', 'modo', 'capitalista', 'mundo']"
@juliarguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ,0, yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ,"['yo', 'me', 'las', 'puse', 'y', 'acto', 'seguido', 'me', 'las', 'quite', 'por', 'que', 'no', 'era', 'capaz', 'de', 'desbloquear', 'el', 'móvil', 'ajjajajja']","['puse', 'acto', 'seguido', 'quite', 'capaz', 'desbloquear', 'móvil', 'ajjajajja']","['puse', 'acto', 'seguido', 'quit', 'capaz', 'desbloquear', 'móvil', 'ajjajajja']","['pus', 'acto', 'segu', 'quit', 'capaz', 'desbloqu', 'movil', 'ajjajajj']","['puse', 'acto', 'seguido', 'quite', 'capaz', 'desbloquear', 'móvil', 'ajjajajja']"
ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ,1,ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ,"['ojalá', 'justin', 'subiendo', 'una', 'foto', 'comiéndose', 'la', 'boca', 'con', 'sofía', 'para', 'que', 'os', 'den', 'por', 'culo', 'a', 'todas']","['ojalá', 'justin', 'subiendo', 'foto', 'comiéndose', 'boca', 'sofía', 'den', 'culo', 'todas']","['ojalá', 'justin', 'subiendo', 'foto', 'comiéndos', 'boca', 'sofía', 'den', 'culo', 'toda']","['ojal', 'justin', 'sub', 'fot', 'com', 'boc', 'sof', 'den', 'cul', 'tod']","['ojalá', 'justin', 'subiendo', 'foto', 'comiéndose', 'boca', 'sofía', 'den', 'culo', 'toda']"
"@luciaaaypunto no se , creo que no . yo solo mire mi fecha ",0, no se  creo que no  yo solo mire mi fecha ,"['no', 'se', 'creo', 'que', 'no', 'yo', 'solo', 'mire', 'mi', 'fecha']","['creo', 'solo', 'mire', 'fecha']","['creo', 'solo', 'mire', 'fecha']","['cre', 'sol', 'mir', 'fech']","['creo', 'solo', 'mire', 'fecha']"
@tonsqueaxel @youtube te extraño como loca,1,  te extraño como loca,"['te', 'extraño', 'como', 'loca']","['extraño', 'loca']","['extraño', 'loca']","['extrañ', 'loc']","['extraño', 'loca']"
¿qué hace una mujer fuera de la cocina? turismo.,1,¿qué hace una mujer fuera de la cocina turismo,"['qué', 'hace', 'una', 'mujer', 'fuera', 'de', 'la', 'cocina', 'turismo']","['hace', 'mujer', 'cocina', 'turismo']","['hace', 'mujer', 'cocina', 'turismo']","['hac', 'muj', 'cocin', 'turism']","['hace', 'mujer', 'cocina', 'turismo']"
odio a la mujer docta. ojalá no entre a mi casa una mujer que sepa más de lo que debe saber (eurípides),1,odio a la mujer docta ojalá no entre a mi casa una mujer que sepa más de lo que debe saber eurípides,"['odio', 'a', 'la', 'mujer', 'docta', 'ojalá', 'no', 'entre', 'a', 'mi', 'casa', 'una', 'mujer', 'que', 'sepa', 'más', 'de', 'lo', 'que', 'debe', 'saber', 'eurípides']","['odio', 'mujer', 'docta', 'ojalá', 'casa', 'mujer', 'sepa', 'debe', 'saber', 'eurípides']","['odio', 'mujer', 'docta', 'ojalá', 'casa', 'mujer', 'sepa', 'debe', 'saber', 'eurípid']","['odi', 'muj', 'doct', 'ojal', 'cas', 'muj', 'sep', 'deb', 'sab', 'euripid']","['odio', 'mujer', 'docta', 'ojalá', 'casa', 'mujer', 'sepa', 'debe', 'saber', 'eurípides']"
esas son cosas de niñas/ esas son cosas de varones.,1,esas son cosas de niñas esas son cosas de varones,"['esas', 'son', 'cosas', 'de', 'niñas', 'esas', 'son', 'cosas', 'de', 'varones']","['cosas', 'niñas', 'cosas', 'varones']","['cosa', 'niña', 'cosa', 'varon']","['cos', 'niñ', 'cos', 'varon']","['cosas', 'niñas', 'cosas', 'varones']"
