Texto_preprocesado,Sentimiento
Per molt que la policia política espanyola a través de Jusapol  m’assetgi i intenti tombar aqui em teniu plantantlos cara Seguiré fent activisme arreu del territori Demà a les 8 del vespre ens veiem a Palafrugell ,Negativo
Total que hom diria que ja han decidit que Elisenda Almany fa nosa A tot arreu sembla que molta gent fa nosa per dir o pensar segons què Quines coses la política No sé qui queda amb un grau de puresa al 100 Jo segur que no,Positivo
Sembla que lUrukHai aquest hagi dormit a un estable  mireuli els cabells  mare de déu senyor que deixadesa dhome ahahhahaaha ,Negativo
Ser capitana de vaixell o bombera a Rússia Impossible per llei    ,Neutral
Coixet sobre els líders independentistes a la presó  Jo preferiria que aquestes persones no fossin a la presó però també soc conscient que no hi són per les seves idees sinó pels seus actes  ,Neutral
Els observadors Internacional proposats INTERNATIONAL TRIAL WATCH son un muntatge  orgnaitzat per associacions indepes Una trampa més ,Negativo
Diumenge baixarà la temperatura diürna       ,Neutral
 tornarem a posar les inversions als barris com a prioritat un govern que escolti a la gent  ,Negativo
Mireia Boya sobre la declaració de Turull  Ha confrontat la Fiscalia i lAdvocacia de lEstat amb fermesa i tocs daquella ironia seva característica Des de la distància ideològica és un gran polític que no hauria destar empresonat    ,Neutral
 Cinisme i filldeputisme en estat pur Ho diu un dels signants del 155,Positivo
 Els japonesos no fan servir WhatsApp ‍ Sino els email pel que diuen en la sèrie,Neutral
Reconeguts  oficialment  per lempresa com afectats són ara 20 treballadors Però sabem del cert que són més    ,Neutral
  Ahir a la nit Puigdemont va dir el mateix que Junqueras Cal pacta amb lestat espanyol un referèndum És la via però per aconseguirla potser caldrà desobeir una altra vegada Jo mapunto Sense por sense violència i amb astúcia Bona diada tingueu ,Negativo
RT   acusa l’Estat  És un judici polític   Se macusa per les meves conviccions no pels meus fets   ,Neutral
RT  Ofrena floral al monument de Rafael Casanova   Per una Catalunya inclusiva plural i amb drets    ,Positivo
Aquest any ens acompanya a la meva dona i a mi en la seva  la nostre filla de 20 anys i una amiga amb dos nenes Amb nosaltres samplia la base en 4 republicans més Un 200 Us imagineu lefecte papallona si fos així amb tots,Positivo
Se li diu política de nocol·laboració i és el que va fer el Sinn Feinn durant molts anys a les eleccions del Regne Unit  De moment aquest partit ni està ni se lespera així que fins que passi prefereixo no votar,Positivo
Aquest govern progressista que esmentes ho és només  de façana Va fer el 155 hi manen encara Guerra i Corcuera i en general  no aposta per cap reforma rellevant És un cul de sac més  En canvi la  és un mandat democràtic del poble català ,Positivo
Aquest dijous un any després que lEstat intentés entrar a la seu duna organització política sense permís i vulnerant tots els drets polítics tornarem a la seu per dir que  ,Positivo
2012 Catalunya nou estat d’Europa 2013 Via catalana per la independència 2014 9N votarem 9N guanyarem 2015 Via lliure a la República 2016 A punt 2017 La Diada del sí 2018 Fem la República Catalana,Negativo
A afirmacions del Trapote 6000 policies i gc per actuar en 50 collegis utilitzant les matemàtiques 120 antidisturbios per escola 2300 llocs per votar haguessin fet falta 276000 policies,Negativo
El sector dels drones a Catalunya  un dels més potents a escala internacional Encantats de participar en estudis que reflecteixen lembranzida del sector TIC a Catalunya ,Neutral
Els presos polítics continuen en presó Els exiliats polítics continuen exiliats I ESP continua ampliant la llista de processats polítics   Aquest dimarts 11 tothom al carrer  ,Negativo
Iceta veu complicat el diàleg fins que no hi hagi eleccions a Espanya i Catalunya Afirma que  entrarem en una dinàmica electoral desfermada molt difícil per arribar a acords”  ,Neutral
CENTENARI  Seguim celebrant els 100 anys de la vaga en la que es va aconseguir la jornada de 8h Aquesta setmana tractarem la solidaritat eina imprescindible de la lluita obrera  Dissabte 16F 18h Casal de la Prosperitat Pl Angel Pestanya ltMgt L4 Via Julia ,Negativo
Millo i Pérez de los Cobos seran els principals protagonistes en el quart dia dinterrogatoris als testimonis en el judici del procés   ,Neutral
Raül Romeva “Quan estem davant duna situació de confrontació de legitimitats el més sensat és negociar Però negociar en làmbit polític no en una sala penal”   ,Neutral
Guanyaren les eleccions de 2012 prometent un ref pactat i passats 7 anys després de lenquesta 99N un referèndum fake una  i de lliurar les institucions autonòmiques tornen a la cantarela del ref acordat,Positivo
RT  L’Empar Moliner que ja supera els 200000€ facturals via Règim ens vol explicar perquè fa vaga ,Negativo
Encara és més alarmant la concentració demogràfica a les comarques aragoneses un 57 de la població de lAragó viu a una sola comarca la de Saragossa ,Neutral
     No esperis amabilitat i estic sent molt contingut quan tu vens i em tractes dimbècil i em dius enganyat Ni càrrec electe ni res amb la mala educació tinc tolèrancia zero  Encara menys si qui mho diu és algú que sempassa propaganda partidista dun partit identitari,Negativo
RT    La brigada del 155 no para de retratarse davant del món sencer,Positivo
⁦⁩ i ⁦⁩ Som republicanes perquè som feministes i som feministes perquè som republicanes    ,Positivo
Catalans i catalanesel dia 28 dabril hem danar tots a votar partits independentistes i republicansper dos motius  1⃣ Pels presos polítics i exiliats 2⃣ Per fer ingovernable lestat  Això ens farà lliures abans Visca el poble català  Sou molt grans MALPARITS i MALPARIDES,Positivo
Els suposats demòcrates espanyols i catalans que han callat durant mesos quan es trepitjaven drets constitucionals bàsics shaurien de posar la classe magistral de democràcia de  A veure si els cau la cara de vergonya ,Positivo
Diego Pérez de los Cobos  Shavia encarregat als responsables dels tres cossos policials que fessin un pla per impedir el referèndum de l1O    ,Neutral
Just el que explicava laltre dia Lús daquesta metàfora per representar humiliació i càstig a més de barroera cau en lhomofòbia El que és greu en un abús a menors és labús per part dun tutor El detall de la pràctica és pur morbo ,Negativo
A partir de les 10 represa del judici del procés El primer en declarar serà Jordi Turull A les portes del Tribunal Suprem Lídia Heredia entrevistarà la seva dona Blanca Bragulat     ,Positivo
Això ja passa de ser majordom sha convertit en esclau  ,Negativo
Vam demanar en lultima reunió que aquest número de pagament es canvii x un gratuit Insistim es un greuge comparatiu amb la resta de la població de Bcn ,Negativo
  No has entès el que volia dir o potser ho he explicat malament per aclarirho al mínim gest de diàleg o dexploració de solució política la que fos per part del Ken lextrema dreta i els hooligans mediàtics es llençarien a sobre sense miraments per tant baralla interna,Positivo
 ATENCIÓ     Lautobús dHazte Oír pretén circular tranquil·lament pels carrers de Barcelona els hi hem de deixar clar que aquí no són benvinguts‼  Maria Cristina L3 ⏰ARA MATEIX  ,Positivo
Ciutadans i PSOE sexclouen mútuament de qualsevol pacte postelectoral ,Neutral
  Seguiu sense entendre els vostres conciutadans Aquest  gràcies  és un recolzament en contraposició a la desmesurada reacció espanyola  quanta ràbia quant odi  no un reconeixement per haver aconseguit provocar aquesta reacció Ho enteneu tot a linrevés,Negativo
Ha arribat lhora de demanar explicacions als nostres polítics  S ha acabat el marge de confiança  Ho sento Els meus fills i el meu País estàn per damunt d ells  O sespavilen o al carrer  i gràcies per tot,Positivo
Aquest matí hem estat a Ulldecona a la presentació de la nova temporada de la  Gràcies al President  i a la consellera  per les seves paraules És hora d’indignarnos i comprometre’ns      ,Positivo
Avui fa 11 mesos que dos homes de pau  i  estan privats de llibertat  No descansarem fins que tornin a casa ells i la resta de presos i exiliats    ,Positivo
RT   A les classes treballadores només els hi vull dir 3 paraules unitat unitat i unitat,Negativo
Per al capitalisme neoliberal mai som suficientment prou dignes i productius i això genera un sentiment de culpabilitat  lassagista  comença la conferència El món com a pantalla amb el filòsof Franco  Bifo  Berardi  ,Neutral
  i us queixeu de Tajani farsants hipòcrites ,Negativo
RT  Puigdemont assegura a la premsa flamenca que Catalunya ara és  més independent que fa un any  ,Positivo
 COMPARTIM NO EIXAMPLEM   ‘Amb el terme “eixamplar” per bandera ja no anirem enlloc’  Sestima més de parlar de ‘compartir’ ‘No ens van faltar vots independentistes l’1O sinó més reconeixement de la legitimitat per part de la societat’ ,Positivo
Finalment el Parlament Europeu SÍ que autoritza l’acte de Vox per explicar “la realitat del cop d’estat separatista a Catalunya” Es considera que no suposa cap risc per a la seguretat ,Neutral
  “La moció que presentem és per dignificar el sistema sanitari Per Cs la salut no és un tema menor és un tema principal Ja és hora que el Govern tracti amb dignitat als professionals sanitaris”  ,Negativo
 No tens vergonya Rufian Tot per la poltrona fins i tot renunciar a una sola candidatura a més a més vas dir al 2015 q no et tornaries a presentar Deixeu ja de viure de fotre merda als altres q això ja ho fan molt bé els de Cs i compliu el mandat del poble Independència,Positivo
No és un sindicat fa vagues que no són vagues que organitzeu des del govern i està liderat per un terrorista de Terra Lliure condemnat vint anys per assassinat ,Negativo
 Doncs que no existeixen polítics daquest nivell a Ejpanya Momplen dorgull Pensava el Tribunal q jutjarien a uns simples i shan trobat amb unes persones superiors a la mitjana Magnífics,Positivo
Una associació de Guàrdia Civil difon les agressions a agents durant l1O ,Neutral
RT  Ja ho sabeu no pots preguntar si ets espanyolista en el  teu temps lliure  i menys si acuses indepes de rebels,Positivo
La número 4 de la candidatura de  serà   una dona que representa el catalanisme moderat amb una llarga esperiència política i professional       ,Negativo
      No com Artadi i daltres que amb el 155 anava a fitxar cada dia como una bona noia no fos no cobrés la pagueta Posa als teus davant dun mirall avans de parlar daltes i tho diu un al cual inesarrimadas li fa fàsticbé el mateix que qualsevol Convergentés clar,Negativo
Des de  la república del que diran  fins a  la jornada festiva de La Trinca  passant pel  cinisme de Jordi Sànchez  la visió de la premsa de Madrid del judici del procés  ,Neutral
comunistes independentistes liderats  si es pot dir aixì per  Si ho veies amb  li faria vergonya No us deixeu enganyar mès ,Negativo
 Bé ja que a vostè li interessa tant li diré que sóc independentista en dues organitzacions plurals en el tema nacional Després daquesta dada irrellevant li sé per què les organitzacions processistes han votat no I perquè sóc desquerres dic que és una greu errada,Negativo
  El jutje Llarena ha escrit una novela de cienciaficció de la alçada dun campanar Si hi ha un error de traducció per part del independentisme aixó es  pecata minuta ,Positivo
