Texto_preprocesado,Sentimiento
Está na hora de trocar o jornal da gaiola Só sai merda de quem está lá Quando não estão fazendo fotossíntese o picolé de fruta contaminada a dona da Lombar seletiva e o manco de Taubaté excretam merda pela boca o tempo inteiro,Neutral
Democracia y Libertad Popular  DLP nos sumamos a la concentración ciudadana de este domingo 10 de Febrero a las 12 h en la Plaza de Colón de  por la unidad de         ,Negativo
Mueren 100 dependientes al día sin recibir ninguna ayuda  Ninguna relevancia entre políticos y prensa  Se crea la figura del relator entre España y Cataluña  Políticos y Prensa se levantan en armas Conclusión los ciudadanos no les importamos nada y sólo están a sus rollos,Positivo
Segundo recomendações médicas era pro Bolsonaro descansar  O que ele fez Resolveu trabalhar de PIJAMA E CHINELÃO  HAHAHAHAHAHAHAHAHAHAHAHA EU AMO ESSE CARA ,Neutral
   Como los separatistas son multitudes y todos se mueren por ir a Madrid seguro que les va a afectar mucho mucho mucho,Negativo
 En julio del 2010 con el cepillado del Estatut nos perdieron a muchos Con las mentiras del 1oct q todos vimos y algunos sufrimos la zanja q han hecho entre España y Catalunya es insalvable    ,Positivo
  Discrepo referéndum ningún estado lo haría si la Constitución  lo prohíbeprimero habrá  q cambiar la Constitución Lo de deuda  no hablemos de deuda porque Cataluña  tela,Negativo
Torres e Iniesta afrontan una nueva temporada en Japón Los campeones del mundo en Sudáfrica 2010 afrontan un nuevo año en la liga japonesa  con mucha ilusión  y  más adaptados  al fútbol nipón ,Neutral
¿El dinero de los catalanes está sirviendo para pagar la guardia privada de Puigdemont Un asesor pagado con recursos públicos está viajando por el mundo al lado de un fugado de la justicia  Así lo ha denunciado   ,Negativo
Tienen las instituciones podridas  como ell y son una banda de ladron  Y no la bandera que no está para tapar la basura Fascista ,Positivo
Llego a la conclusión que fiscalía y abogacía del Estado les importa un pimiento el juicio  Conocen de primera mano que la sentencia está dictada y no tienen ninguna necesidad de preparar el juicio  ,Positivo
De la trampa del Fairy a la  lucidez  de Puigdemont la declaración del exdelegado del gobierno español en Cataluña Enric Millo en 10 frases  ,Neutral
Para Jordi Turull lo suyo es un juicio político solo por manifestarse y votaren cambio  las manifestaciones del 15M eran un GOLPE DE ESTADO    ,Negativo
A ver  Nos financiais vosotros como estas siempre diciendo o os financiamos nosotros Las dos coss no pueden ser Y x la cantidad d funcionarios q teneis creo q la cosa esta clara Bocamoll    ,Positivo
 Divorciado Viviendo en pareja sin estar casado padre de una niña no bautizada y de  ¿Y tú qué clase de fascista eres,Negativo
  No quiero que vuelva sonar el despertador y que sea el día de la marmota y haya otro golpe de estado en mi tierra No quiero otro 6 y 7 de septiembre Por eso hay que aplicar la Constitución porque aplicarla es hacer política y defender la democracia   ,Negativo
Si lo ven familiares de amigos alemanes le podrían decir más de una y más de dos cosas de la república democrática alemanaeste no se ha dado un golpe es bobo porque nació asíy fue el espermatozoide más rápido no olvidarse ,Negativo
Y hay políticos que saben mucho de cómo utilizar la información privilegiada a la que tienen acceso para enriquecerse Verdad Pepe ,Positivo
 Grupo que ganó las elecciones Lo ha dicho    ¿Lo habéis oído indepes No exploteis como los vampiros cuando ven la luz,Negativo
DIRECTO   El día 10 de octubre se hizo un acto fuera del pleno pero no se votó ningún documento  ha dicho  El día 27 se votaron propuestas de resolución en el Parlament  ha asegurado ,Neutral
 Eu conheci conversei com o Carlos Tratase de um homem bom inteligente perspicaz e que me pareceu extremamente comedido Se ele tem trazido certas questões à tona tem lá suas razões O que dizem dele não corresponde à realidade mas apenas aos interesses da mídia corrompida,Neutral
Curioso como el  que lleva décadas nombrando a ”este país” para referirse a  ahora sí la nombre en su lema de campaña   copiada además de  y la  viva  ¿Qué está pasando aquí,Negativo
Vinieron de toda España esnifados al grito de  a por ellos  y no entienden que los  no se prestaran a sus salvajadas  ,Positivo
HOJE TEM FLUMINENSE HOJE TEM MARACANÃ HOJE TEM PÓ DE ARROZ HOJE TEM A VOLTA DO GILBERTO HOJE TEM A ESTREIA DO GANSO  PUTA QUE PARIU NAO ME ACOMPANHA PQ EU NAO SOU SÉRIE     ,Neutral
Este aún no se ha enterado que el miedo a los pactos de Sánchez con los separatistas se ha disipado desde el momento que no aprobaron los presupuestos Una derecha sin relato va a ir perdiendo votos en campaña electoral Al revés que pasó en Andalucía ,Negativo
Un consejo a la Guardia civil la próxima vez que vayáis a desalojar inmigrantes a Tarajal llevaos   ,Positivo
   Vosotros en cambio sois los mamporreros indepes parte de culpa de que hayamos llegado a este punto la tenéis vosotros por bailarle el agua a los separatistas desde hace décadas ,Negativo
El fiscal Fidel Cadena y la representante gubernamental Rosa María Seoane bastante más la segunda que el primero naufragaron significativamente  La opinión de José Antich   ,Positivo
Llevo todo el día currando y me he perdido   ¿Me ayuda alguien a hacer red  Gracias amigos Prometo haceros follow a todos Viva Vox Viva España,Negativo
  Y también podemos hablar de los hijos e hijas de los presos y presas políticas señor Millo algunos como el de Jordi Cuixart que ha pasado más tiempo de su vida con su padre inocente en la cárcel que con él No sea ruín usando las lágrimas de su hija,Positivo
POR UNAS  MAÑANA en CIUDAD REAL concentración a las 1900 h 7 de la tarde   ,Positivo
RT  Nota para los dirigentes políticos Si en la formación se te ha colado una hijoa de put denúncialo públicamente sin m…,Negativo
DIRECTO  Puigserver  Teníamos diferentes objetivos las dos administraciones Desde el Estado era cumplir las sentencias del Constitucional y por tanto impedir la celebración del referéndum  ,Neutral
¡ATENCIÓN Los Mossos avisaron a Puigdemont de una  escalada de violencia  el 1O y él decidió seguir hacia adelante  qué mal pinta esto para algunos ,Positivo
É um prazer anunciar que o Apple Teacher já está disponível no Brasil em português Estimule sua paixão pela aprendizagem e obtenha reconhecimento pelo ótimo trabalho que você realiza todos os dias em sala de aula,Neutral
Lo jodido es que  Recibirá de por vida un sueldo por su buena labor Mecagoento  ésto hay que cambiarlo es un atraco a los españoles Leyes hechas por políticos para ellos mismos Unos meses rascándose los huevos y sueldo vitalicio ,Positivo
  Error aquí no hay democracia hay una oligarquía totalitaria Los más sociales por la parte de los huevos aumentando el gasto en defensa aumento el gasto a la casa de los oligofrenicos y manteniendo subvenciones a los pederastas católicos,Positivo
Murallas humanas Siete coches devastados Yo no he dicho devastados Facturas proforma Traje de constitucionalista Huída por los tejados Competencias sobre autopistas Concrete sra Abogada Tuiters Sabi Estrúbel  Lo que nos ha dejado el juicio del Procés esta semana es impagable,Positivo
  La violencia no va con ninguna reivindicación política en Catalunya La gente en Catalunya es pacífica piense lo que piense    ,Positivo
Esta entrevista a  en  es gloria pura En un minuto muestra su ignorancia en todo su esplendor diciendo que en Alemania están prohibidos los partidos independentistas y la apología del comunismo ,Positivo
Este personaje aliado del neo fascismo español y europeo es un desvergonzado que pretende esconder sus pecados mandando una comisión dirigida por un ladrón público para simular que están ayudando a Venezuela ,Positivo
  El estado de desecho español tiene poco que ver con la democracia   Y lo empiezan a ver por todo el mundo  ,Positivo
   Es libre allí No ven en absoluto la rebelión ni sedición  No tendríais que reflexionar un poquito Europa no puede tener presos políticos es una vergüenza para Europa la justicia Española,Positivo
Iñaki Anasagasti «Hay mucha farsa en como nos han contado el 23F el rey aparece defendiendo la democracia y eso no fue así»    ,Positivo
  Vinieron a esto y de momento sin orden d matar  el 17 A sin investigar perece les salió mal   ,Positivo
Homenaje de la Guardia Civil al compañero expedientado por un vídeo durante el traslado de los golpistas a Madrid Comparto el homenaje a quienes lo dan todo por nosotros incluso a riesgo de sus vidas y que han de soportar ataques y humillaciones constantes en Cataluña ,Negativo
El alcalde de Alcalá y presidente del Comité Etico del PSOE madrileño se sentará en el banquillo por prevaricación Eso si  No dimite  Gabilondo y Sánchez no le exigen que dimita Le confirman como candidato para las próximas elecciones     ,Negativo
 los muy golpistas no ven su fascismo la culpa es del PSC que los blanqueo en el tripartit,Positivo
El mediastorm hoy brama feliz  La huelga fracasó  Pero reconocen que hubo graves afectaciones en la movilidad Las huelgas hoy fundamentan su acción en afectar la movilidad Que no os engañen la huelga hizo daño sino no hubieran soltado los perros ,Positivo
RT    Esa roca gigante en medio de la carretera se llama esquerra autonomista de la república ibé…,Positivo
RT  Ya lo era Pero a partir de hoy  se consagra como el enemigo público número 1 del independentismo Lo van a crucific…,Negativo
Los políticos independentistas no quieren nada bueno para la gente  Al no aprobar los presupuestos Cataluña dejará de ingresar 2000 millones pero a ellos les interesa volver a eso de ‘España nos roba’ que tan bien les funciona con sus abducidos y fanatizados seguidores,Negativo
RT  Si les acusacions es basen en  no lo recuerdo   yo diría que   eso no lo llevaba yo anem fins  …,Positivo
 Falta por devolver el 90 de la paga extra de los funcionarios del 2013 y la completa del 2014    Hasta que el ultimo € no esté en la cuenta del último trabajador público de Cataluña desde Cs seguiremos reclamando sus derechos   ,Negativo
 manifestación en contra de la mediación para solucionar conflictosDefinitivamente España es un estado enfermo y a la altura de cualquier democracia bananera Catalans no independentistes de veritat això és lo q voleu pels vostres‍‍‍,Positivo
  Sra Le guste o NO Mantiene el honor de contiunar siendo el MOLT HONORABLE PRESIDENT DE LA GENERALITAT al igual que el President Montilla  Lo pilla Luego está aquello que dijo lady procés iré a su casa bueno ahora NO   ,Positivo
 Para entender las declaraciones de todos estos  testigos  hay que entender lo que significa ser AFORADO en ESP Catalans y españoles El antiguo GobEsp puede mentir tanto como quiera porque no les costará jubilaciones descrédito ni votos   ,Positivo
